PSL,SubPSL,SAP Profit Center,Plant,Material,Description,SAP Base UOM,Unit Value L31
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002884,"SEAL ASSY,PLGR NOSE,HT-400,4.0 IN",EA,21.76
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002892,"CARR,SEAL & PKG,HT-400,4.0 IN",EA,40.01
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002896,"ADPTR,HEADER RING,4 X 5,HT-400 FE",EA,6.07
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002902,"COV,CYL HD,HT-400,4.0 IN",EA,54.2
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002908,"LUG,VLV SEAT PULLER,NO 5 FRAC,HT400 FE",EA,71.62
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002911,"NOSE,PLGR,HT-400,4.0 IN,TY CERT",EA,68.62
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002914,"SLV,PKG,HT-400,4.0 IN",EA,57.68
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002917,"PLGR,4.0 IN,HD SUR,L-SPCR,TY CERT,HT-400",EA,210.6
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002926,"STUD,HT-400,FLUID END TO THK DISCH FLG",EA,37.28
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002936,"SPR,V,HT400,4.0,4.5 IN,STNLS STL",EA,2.86
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002944,"CARR,SEAL & PKG,HT-400,4.5 IN",EA,50.02
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002948,"ADPTR,HDR R,4 1/2 X 5 1/2,HT-400FE",EA,7.46
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002957,"SEAT,V,HT400,NO 5 FRAC,TPRD",EA,32.77
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002959,"INSR,V,HT-400,5 FRAC,CLEAR URE,ACID FRAC",EA,7.53
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002960,"VLV,HT-400,5.0,6.0 IN,FRAC,BOX OF 3",EA,32.68
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002962,"RTNR,GID BSHG,HT-400,5.0 & 6.0 IN,TPRD",EA,33.21
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002963,"CARR,SEAL AND PKG,HT-400,5.0 IN",EA,64.93
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002966,"ADPTR,HDR R,5 X 6,HT-400FE",EA,8.91
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002972,"BOOT,SUCT & STOP,HT-400,NO.3,NO.4,NO.5",EA,0.19294
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002977,"WR,PKRG NUT ADJ,5 3/4 HT-400 FLUID END",EA,40.47
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002984,"PCH,GID BSHG REMOVING,5.0,6.0 IN HT-400",EA,26.84
Production Enhancement,Frac / Acid Summary,6001010016,1608,100002993,"BLT,TIE,1.375-12 UNF X 32.4 IN,TOP,FLUID",EA,133.27
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003037,"ROD,V SEAT PULLER,HT-2000,FLUID END",EA,358.87
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003038,"LUG,NO. 6 VLV SEAT PULLER,HT-2000 FLUID",EA,146.58
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003041,"PLUG,PRELOAD FTG,CYL HD COV,HT-2000",EA,59.18
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003042,"COV,DISCH,4.5 IN,HT-2000 FLUID END",EA,255.22
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003043,"COV,PROT CYL HD,4.5 IN,HT-2000 FLUID",EA,78.91
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003045,"RTNR,STP & SPR,NO.5 SUCT V,HT-2000 FLUID",EA,55.15
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003048,"V,NO.6 FRAC,HT-2000,FLUID END",EA,52.5
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003055,"RTNR,STP & SPR,NO.6 SUCT V,HT-2000 FLUID",EA,186.32
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003056,"RING,RTNG,NO.6 SUCT VLV RTNR,HT-2000 FE",EA,119.54
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003057,"PLGR,5 IN,HT-2000 FLUID END",EA,318.47
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003063,"RTNR,DISCH COV,6 IN,HT-2000,15K WP",EA,205.04
Production Enhancement,Other Production Enhancement,6001070700,1608,100003068,"RTNR,HSG,SEAL,WIPR,HT2000",EA,47.96
Production Enhancement,Other Production Enhancement,6001070700,1608,100003069,"GLN,WIPR SEAL,HT-2000",EA,151.34
Production Enhancement,Other Production Enhancement,6001070700,1608,100003070,"ROD,CONN,HT-2000 PUMP",EA,4282.19
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003250,"HOSE ASSY,SUCT,4 IN X 10 FT,PRSRZD,WTH",EA,1247.49
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003251,"HOSE ASSY,SUCT,4 IN X 20 FT,PRSRZD,WTH",EA,1987.6
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003262,"DISCH JT,STR,2 X 54 IN,15K PSI WP",EA,525.98
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003263,"DISCH JT,STR,2 X 68 IN,15000 PSI WP",EA,483.91
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003264,"DISCH JT,STR,2 X 124 IN,15000 PSI WP",EA,608.37
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003265,"DISCH JT,STR,2 X 142 IN,15000 PSI WP",EA,701
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003266,"DISCH JT,STR,2 X 171 IN,15000 PSI WP",EA,703.78
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003267,"DISCH JT,STR,2 X 18 IN,15000 PSI WP",EA,400.3
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003268,"DISCH JT,STR,2 X 36 IN,15000 PSI WP",EA,649.81
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003269,"DISCH JT,STR,2 X 42 IN,15000 PSI WP",EA,437.52
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003270,"DISCH JT,STR,3 X 24 IN,15000 PSI WP",EA,523.28
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003272,"DISCH JT,STR,3 X 36 IN,15000 PSI WP",EA,539.97
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003274,"NUT,HEX,F/ 2 IN 1502 PRESS XDCR",EA,166.51
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003284,"TEE,DISCH,2 IN 1502 NUT X THD X THD",EA,487.98
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003287,"TEE,DISCH,3 IN 1502 NUT X THD X THD,DNV",EA,1119.66
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003288,"TEE,DISCH,3 IN 1502 NUT X 3 IN 1502",EA,1152.46
Production Enhancement,Other Production Enhancement,6001070700,1608,100003411,"PCB,4-20 MA DC IN,24 VDC PWRD,F/",EA,459.66
Production Enhancement,Other Production Enhancement,6001070700,1608,100003422,"OTD - PNL,OIP,UNIV BLNR,SPEC",EA,522.79
Production Enhancement,Other Production Enhancement,6001070700,1608,100003424,"OTD - CKT ASSY,OIP DSPL CONT WTH NEW DUA",EA,502.78
Production Enhancement,Other Production Enhancement,6001070700,1608,100003433,"CA ASSY,26 PIN,3 CONN,UNIPRO II,LAB",EA,32.29
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003471,"KIT,REPR,CAL,316 STNLS STL VANES,6 IN",EA,883.74
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003472,"KIT, RPR, TUR FLW MTR, 8-IN, 1%, CD4MCU",EA,603.61
Production Enhancement,Frac / Acid Summary,6001010016,1608,100003473,"FL METR KIT,RPR,4 IN,CAL,STD GR",EA,316.6
Production Enhancement,Other Production Enhancement,6001070700,1608,100003475,CIRCUIT ASSY - REGULATOR/FEEDBACK,EA,86.96
Production Enhancement,Other Production Enhancement,6001070700,1608,100003482,"MODULE ASSY,CONN INRF,50 TERM, ARC",EA,184.13
Production Enhancement,Other Production Enhancement,6001070700,1608,100003492,"OTD - CKT ASSY,CONT,FRAC SPRD CONT BD,AR",EA,1079.74
Production Enhancement,Other Production Enhancement,6001070700,1608,100003497,"OTD - MDL,PWR FLTR,24V DC, 1.7 AMP",EA,64.54
Production Enhancement,Other Production Enhancement,6001070700,1608,100003536,"FM ASSY,1.5X1.5IN MNPT,STD,HD RTR SFT AS",EA,413.12
Production Enhancement,Other Production Enhancement,6001070700,1608,100005571,GAUGE - PRESSURE - 3000 PSI - 2.5 IN,EA,96.44
Production Enhancement,Other Production Enhancement,6001070700,1608,100007382,"SCR,SHLDR,HEX SOCKET,1/2 ODX1/2 LG",EA,0.46
Production Enhancement,Frac / Acid Summary,6001010016,1608,100007633,"VLV,CHK,HALL,3 IN,15000 PSI,7.50 IN HUB",EA,1027.68
Production Enhancement,Frac / Acid Summary,6001010016,1608,100007637,"R,STL,3 IN BIG IN,FLD REPAIRABLE SEAL",EA,68.34
Production Enhancement,Other Production Enhancement,6001070700,1608,100007745,"CMPND,ELECTL INSLTNG,DC4 5.3 OZ TUBE",EA,11.34
Production Enhancement,Frac / Acid Summary,6001010016,1608,100007796,"RES,250 OHM,0.1%,PRCN,50PPM,CRNG",EA,0.26
Production Enhancement,Other Production Enhancement,6001070700,1608,100007801,"CA,MLD,PRS/TEMP, 30FT,SPEC",EA,228.04
Production Enhancement,Frac / Acid Summary,6001010016,1608,100007820,"RTNR,COV,HT400,4.0 IN",EA,90.77
Production Enhancement,Frac / Acid Summary,6001010016,1608,100007849,"MANF,15000 PSI WP,TWO 4 IN BIG INCH HUBS",EA,5918.06
Production Enhancement,Frac / Acid Summary,6001010016,1608,100007851,"ELB,DISCH,4 IN BIG IN OUTLET X 3 IN/7.5",EA,3215.72
Production Enhancement,Frac / Acid Summary,6001010016,1608,100008180,"MTR,HYDR,GEROLER,3.6 CIR,SAE B 2 BOLT",EA,661.76
Production Enhancement,Frac / Acid Summary,6001010016,1608,100008282,"ELB,2IN 1502 THDD X NUT,15K PSI WP,SR,TC",EA,602.73
Production Enhancement,Other Production Enhancement,6001070700,1608,100009344,"MANF,5 STATION,DO3,PAR,3/4-16 SAE",EA,137.74
Production Enhancement,Other Production Enhancement,6001070700,1608,100009520,"ELEM,FLTR,HYDR,10 MIC MCRGLASS MEDIA",EA,34.04
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009522,"SPRKT,RLR CH 25,60 TOOTH,TY B HUB,0.75",EA,42.88
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009534,"ELB,90 DEG,DISCH,3IN 1502 NUT X THD,15K",EA,966.35
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009748,NUT - HEAVY HEX - 1-1/8 X 8UN - A194,EA,2.84
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009756,"SEG,NUT,DTCH,2 IN 20000 PSI WP WECO UN",EA,21.12
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009788,"CAP,BLKG,4 IN,207",EA,66.15
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009823,"CPLG,VCTLC,8 IN,STYLE 78,SNAP JT",EA,524.13
Production Enhancement,Other Production Enhancement,6001070700,1608,100009824,"SW,TGL,DPDT,SEALED",EA,18.24
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009830,"VLV,BTFL,12 IN,NITRILE SEAT-DI DISC-DI B",EA,580.45
Production Enhancement,Other Production Enhancement,6001070700,1608,100009852,"TK,FUEL,AL,185 GAL,RND,28.8 D X 74.5 L",EA,1268.84
Production Enhancement,Other Production Enhancement,6001070700,1608,100009858,SEAL ASSY - MECHANICAL - TUNGSTEN,EA,334.78
Production Enhancement,Other Production Enhancement,6001070700,1608,100009861,VOLUTE - MODEL 612-L-13B GORMAN-RUPP,EA,4041.91
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009883,"VLV,PLUG,LO TORC,1.75 IN,1502,DNV",EA,1695.22
Production Enhancement,Other Production Enhancement,6001070700,1608,100009924,"KIT,OVHL,MODEL 52 REMO THROT CONT,XMTR",EA,126.46
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009927,"SWVL JT,50,3-1502-NXT,15K,ORDR 103091369",EA,1674.85
Production Enhancement,Frac / Acid Summary,6001010016,1608,100009929,"KIT,REPAIR,3 IN 15000 PSI WP",EA,28.83
Production Enhancement,Other Production Enhancement,6001070700,1608,100010084,"NUT,63121,THD PROTR,7/8-18,S-W,SPDMETR",EA,4.53
Production Enhancement,Other Production Enhancement,6001070700,1608,100010123,"TEE,SDS CAN,1 MALE & 2 FEM MINI-CHNG",EA,57.88
Production Enhancement,Frac / Acid Summary,6001010016,1608,100010124,"CLAMP,HAL BIG INCH,9-1/4 OD HUB,CERT",PR,531
Production Enhancement,Frac / Acid Summary,6001010016,1608,100010172,STATOR - VITON - F/ROPER 73201-GHV,EA,584.42
Production Enhancement,Frac / Acid Summary,6001010016,1608,100010173,PUMP - PROGRESSIVE CAVITY - 3 STAGE -,EA,2404.89
Production Enhancement,Other Production Enhancement,6001070700,1608,100010280,"CLP,PLGR,5 IN PSH ROD,HT-2000",EA,257.36
Production Enhancement,Other Production Enhancement,6001070700,1608,100011061,"FLTR,BT427,LF3345,P558616,PH3900",EA,6.94
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011074,"PIN,HINGE,3/8 X 2.87 LG FOR 11.3117 1000",EA,45.72
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011104,"VLV,BTFL,4 IN,HYPALON SEAT-HALAR CTD DI",EA,141.86
Production Enhancement,Other Production Enhancement,6001070700,1608,100011138,"VLV,BTFL,6 IN,HYPALON SEAT-HALAR CTD DI",EA,285.94
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011226,COUPLING - VICTAULIC - 12 IN. - 77 FS*,EA,466.22
Production Enhancement,Other Production Enhancement,6001070700,1608,100011695,"INJ,OIL,CSHAFT,HT-400,WITH NO. 20,HOSE A",EA,79.19
Production Enhancement,Other Production Enhancement,6001070700,1608,100011700,"GSKT,INJ,CSHAFT OIL,WTH 20 ADPTR",EA,0.55
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011706,"ADPTR,PSH ROD,HT-400,4.0 IN,TWO PC NOSE",EA,46.1
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011713,"NUT,PULLER,V SEAT PULLER,4 IN & 4 1/2",EA,79.92
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011737,"RTNR,SPLIT,4 IN,FIG 206A,CO2 SUCT HDR",EA,69.75
Production Enhancement,Other Production Enhancement,6001070700,1608,100011756,"ADPTR,GRZZLY,PINION,PLGR LUBE",EA,58.64
Production Enhancement,Other Production Enhancement,6001070700,1608,100011758,"BRG,CONN ROD,BOT,+ 0.125,HQ2000",EA,73.18
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011785,"NUT,ATCH STUD,FLUID END TO PWR END",EA,37.26
Production Enhancement,Other Production Enhancement,6001070700,1608,100011800,"R,LTRN,CNTFGL PMP,TEF,GALIGHER 8 X 10",EA,120.19
Production Enhancement,Other Production Enhancement,6001070700,1608,100011802,"PMP,BIG BRG,OIL LUBE,MECH SEAL,10 X 10",EA,9298.62
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011908,"HOSE,SUCT,4 IN ID,10 FT,PRSRZD,4 IN MPT",EA,844.24
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011924,"DISCH JT,STR,2 X 88 IN,15000 PSI WP",EA,551.6
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011926,"DISCH JT,STR,2 X 72 IN,15000 PSI WP",EA,491.5
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011927,"DISCH JT,STR,3 X 48 IN,15000 PSI WP",EA,551.47
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011928,"DISCH JT,STR,3 X 94 IN,15000 PSI WP",EA,701.95
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011936,"NIP,CHGOV,3 IN 1502 THDD X 2 7/8 EUE",EA,377.43
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011937,"NIP,CHGOV,3 IN 1502 THDD X 2 IN 1502",EA,421.98
Production Enhancement,Frac / Acid Summary,6001010016,1608,100011945,"NIP,CHGOV,3 IN 1502 THDD X 3 1/2 EUE",EA,427.74
Production Enhancement,Frac / Acid Summary,6001010016,1608,100012025,"FM KIT RPR,8IN,CEMENT,STD",EA,2280.24
Production Enhancement,Other Production Enhancement,6001070700,1608,100012047,OTD - CIRCUIT ASSY - MICROPROCESSOR - 68,EA,421.17
Production Enhancement,Other Production Enhancement,6001070700,1608,100012075,CIRCUIT ASSY CONNECTOR INTERFACE ANALOG,EA,163.99
Production Enhancement,Frac / Acid Summary,6001010016,1608,100012088,"KIT,REPR,3 IN. STD GRADE,CMT,CALIB,316SS",EA,1025.68
Production Enhancement,Frac / Acid Summary,6001010016,1608,100012094,"FL METR ASSY,8 IN,VCTLC,STNLS STL BDY",EA,2553.89
Production Enhancement,Frac / Acid Summary,6001010016,1608,100012102,"FL METR KIT,REPR,6IN,CAL,CEM,STD GRD",EA,1861.54
Production Enhancement,Frac / Acid Summary,6001010016,1608,100012132,"DISCH JT,STR,2 IN,15000 PSI,24.7 L,CERT",EA,0
Production Enhancement,Other Production Enhancement,6001070700,1608,100012172,"SDS CAN,FREQ INP MDL HAS 4 FREQ INP",EA,669.32
Production Enhancement,Frac / Acid Summary,6001010016,1608,100012629,"INTEN,AIR/OIL,30000 PSI",EA,1990.73
Production Enhancement,Other Production Enhancement,6001070700,1608,100012665,"IC,EPROM,64K X 8,COM I/O,3 STATE,70 NS",EA,6.05
Production Enhancement,Other Production Enhancement,6001070700,1608,100012687,"LEG,LDG,TRLR,30 IN STRK,GRAY,SPEC",EA,1701.31
Production Enhancement,Other Production Enhancement,6001070700,1608,100012709,"THROT,ELEC,CONV,RST TO PWM,CAT",EA,436.47
Production Enhancement,Frac / Acid Summary,6001010016,1608,100012789,"STATOR,VIT,F/ ROPER 733025 GHV",EA,365.55
Production Enhancement,Frac / Acid Summary,6001010016,1608,100012790,ROTOR - CHROME PLATED - F/ROPER 733025,EA,305.79
Production Enhancement,Other Production Enhancement,6001070700,1608,100012832,"PRS XDCR,1K,4 TO 20MA / 0 TO 100 PSI NSR",EA,959.11
Production Enhancement,Other Production Enhancement,6001070700,1608,100012848,HOSE - SILICONE - RADIATOR - 2-1/2 IN.,IN,1.28
Production Enhancement,Other Production Enhancement,6001070700,1608,100012852,"HOSE,SI,RAD,1 1/2 IN ID SZ,SPEC",IN,0.79
Production Enhancement,Other Production Enhancement,6001070700,1608,100012853,"ADPTR,HOSE,070221-6-6C,ELB,9/16-18 JIC",EA,3.1
Production Enhancement,Other Production Enhancement,6001070700,1608,100012960,"SPR,PNEU,9.51 CPRS LG,15.26 EXTND, 65 LB",EA,10.4
Production Enhancement,Other Production Enhancement,6001070700,1608,100012977,"PIN,COT,1/8 X 1 INCH,STL,ZNC PLT",EA,0.01
Production Enhancement,Other Production Enhancement,6001070700,1608,100013000,BRG ROD END 1.50B AURORA BRG #AW-24Z-1.,EA,123.08
Production Enhancement,Other Production Enhancement,6001070700,1608,100013001,"BRG, ROD END,1.50B,AURORA BRG #AG-24Z-1.",EA,130.46
Production Enhancement,Other Production Enhancement,6001070700,1608,100013035,"SEAL,OIL,MAG SFT,HT-400",EA,225.37
Production Enhancement,Other Production Enhancement,6001070700,1608,100013059,"WSHR,LOCK,3/8,STL,PL,SPEC",EA,0.02
Production Enhancement,Frac / Acid Summary,6001010016,1608,100013112,"DIO,RECT-1A-D0-41,MOTOROLA,1N4004",EA,0.06
Production Enhancement,Frac / Acid Summary,6001010016,1608,100013114,"VLV,ANGL,TWO WAY,HF4 (F250C AE) CONN",EA,141.85
Production Enhancement,Other Production Enhancement,6001070700,1608,100013115,"WSHR,SEG,F/ 5/16 BOLT,CBN STL,CP,BARWD",EA,0.07
Production Enhancement,Other Production Enhancement,6001070700,1608,100013118,"MTR,HYDR,AXIL PSTN,0.643 CU IN DISPL",EA,771.11
Production Enhancement,Other Production Enhancement,6001070700,1608,100013180,"GGE,HYDR OIL TEMP,130-220 DEG F,160-180",EA,109.01
Production Enhancement,Other Production Enhancement,6001070700,1608,100013185,CAP - PROTECTIVE - 9 PIN - F/70.84875,EA,1.77
Production Enhancement,Other Production Enhancement,6001070700,1608,100013186,"PTO,8 BOLT,SAE C 4 BOLT PMP FLG,CNST MSH",EA,1118.73
Production Enhancement,Other Production Enhancement,6001070700,1608,100013190,"CYL,HYDR,3 IN BORE X 6.5 IN STRK",EA,837.79
Production Enhancement,Other Production Enhancement,6001070700,1608,100013194,"BELT,CNVR,30 IN X 280 IN,WTH 187 RBR",EA,1008.49
Production Enhancement,Other Production Enhancement,6001070700,1608,100013215,"MTR,HYDR,GEAR,BI ROTATIONAL,SAE B 2",EA,650.19
Production Enhancement,Frac / Acid Summary,6001010016,1608,100013233,RING - RETAINING - EXT - 5.25 DIA -,EA,3.47
Production Enhancement,Other Production Enhancement,6001070700,1608,100013253,"V,HYDR,DIR CONT,3 POSN SPR CTR,LVR OPER",EA,325.4
Production Enhancement,Other Production Enhancement,6001070700,1608,100013254,"SW,LIM,WITH ADJBL RLR LVR,NEMA 4X RATING",EA,112.19
Production Enhancement,Frac / Acid Summary,6001010016,1608,100013257,"CPLG,HLF,FLEX,15/16 BORE,1/4 X 1/8",EA,19.12
Production Enhancement,Frac / Acid Summary,6001010016,1608,100013258,"SPRKT,RLR CH 25,60 TOOTH,TY B HUB,0.938",EA,45.45
Production Enhancement,Frac / Acid Summary,6001010016,1608,100013259,"CPLG HLF,FLEX,1.0 BORE,1/4 X 1/8 KEYWAY",EA,19.12
Production Enhancement,Frac / Acid Summary,6001010016,1608,100013718,O-RING - 90D - 1-1/4 X 1 X 1/8 -,EA,0.22
Production Enhancement,Frac / Acid Summary,6001010016,1608,100014095,"HUB,TRNSN,2 1/16,10000 PSI WP & 15000",EA,875.02
Production Enhancement,Frac / Acid Summary,6001010016,1608,100014101,"PLUG,1.3 20000 PSI,WP CH ASSY",EA,44.82
Production Enhancement,Frac / Acid Summary,6001010016,1608,100014102,"SEAT,1.3,20000 PSI WP,CHOKE ASSY",EA,84.52
Production Enhancement,Frac / Acid Summary,6001010016,1608,100014103,"HLDR,SEAT,1.3 20000 PSI WP CH ASSY",EA,90.5
Production Enhancement,Frac / Acid Summary,6001010016,1608,100014110,BOLT - U - 1/2-13NC2 - 7.250 X 5.625 -,EA,5.66
Production Enhancement,Other Production Enhancement,6001070700,1608,100014972,"GUARD,SW,TWO OR THREE POSN SW,CLOSED GUA",EA,22.24
Production Enhancement,Other Production Enhancement,6001070700,1608,100015014,IMPELLER & WEAR RING ASSY - 612L20A-B,EA,3782.45
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015028,"ADPTR,HOSE,070102-4-4C,STR,7/16-20 JIC",EA,0.88
Production Enhancement,Other Production Enhancement,6001070700,1608,100015030,"NUT,HEX,1/4-28 NF,PL,SPEC 70.33019",EA,0.01
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015038,STUD - 1-1/8-8N-2 X 9-3/8 LG - A193-B7,EA,5.25
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015044,"ADPTR,HOSE,070221-4-4C,ELB,7/16-20 JIC",EA,2.2
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015185,VALVE - NEEDLE - 1/4 IN FEM NPTF -,EA,32.79
Production Enhancement,Other Production Enhancement,6001070700,1608,100015321,"V,CHK,REPUBLIC,483-1D1 1/41 IN,3000#,AL",EA,427.56
Production Enhancement,Other Production Enhancement,6001070700,1608,100015391,"O-RING,90 DURO,1 5/16 X 1 3/16 X 1/16",EA,0.24
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015399,O-RING - 90D - 7/8 X 3/4 X 1/16 -,EA,0.13
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015414,O-RING - 90D - 3-3/8 X 3 X 3/16,EA,0.48
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015427,"O-RING,90 DURO,7 1/4 X 6 3/4 X 1/4",EA,2.11
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015443,"V,BL,3 WAY,1 1/2 IN,400 CWP,FNPT,BRZ",EA,273.01
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015508,"KIT,REPR,1 3/4 IN SOUR AND CRSV SVCE LO",EA,563.08
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015510,"VLV,PLUG,LO TORC,1.75,15K WP,1502,ACID",EA,1624.51
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015528,"KIT,REPR,1 IN SOUR LO TORC PLUG VLV",EA,352.44
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015534,"VLV,PLUG,LO TORC,2 X 1,15K WP,ACID SERV",EA,961.01
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015696,KIT - REPAIR - FULL - 2 IN SPM RELIEF,EA,547.9
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015731,"SEAL,1.0 ID X 1.375 OD X 0.187 NOM",EA,73.26
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015733,"SFT,ACTG,1.3,20000 PSI,WP CH ASSY",EA,436.09
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015737,"R,UNN GSKT BK-UP,1.3 20000 PSI WP CH",EA,26.26
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015739,"CH ASSY,1.3 X 2.0,20000 PSI WP X 22500",EA,6170.84
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015743,"PSTN,1.3 BORE,20000 PSI WP CH,ACTR",EA,424.18
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015744,"DIAPH,8.50 CYL BORE X 8.00 PSTN DIA",EA,135.48
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015745,"PLT,DIAPH SPRT,1.3 BORE,20K PSI WP,CHK",EA,108.58
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015747,"ADPTR,FLG,AIR CYL,1.3 BORE 20000 PSI WP",EA,600.05
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015836,"V,CHK,HALL,3 IN,15K PSI WP,3 IN,1502 NUT",EA,3592.61
Production Enhancement,Frac / Acid Summary,6001010016,1608,100015962,"V,RLF,3 IN,0-15000 PSI RA,3 IN 1502,INLE",EA,5484.59
Production Enhancement,Frac / Acid Summary,6001010016,1608,100016000,STUD - 1 IN-8NC X 8-3/4 - AT - ASTM,EA,4.69
Production Enhancement,Frac / Acid Summary,6001010016,1608,100016226,"VLV,BTFL,10 IN,HYPALON SEAT-HALAR CTD DI",EA,653.87
Production Enhancement,Frac / Acid Summary,6001010016,1608,100016257,"LOWER STEM,12""-14"",410SS,FMC 3222721",EA,37.54
Production Enhancement,Frac / Acid Summary,6001010016,1608,100016258,"UPPER STEM,12"",12-12N BFV,FMC 3220788",EA,54.1
Production Enhancement,Frac / Acid Summary,6001010016,1608,100016274,HANDLE - OPERATING - 12 IN -,EA,84.28
Production Enhancement,Other Production Enhancement,6001070700,1608,100016601,"PLUG,PIPE,1 IN,CI",EA,1.07
Production Enhancement,Other Production Enhancement,6001070700,1608,100016604,"PLUG,PIPE,1 IN,STL,SQ HD",EA,1.5
Production Enhancement,Frac / Acid Summary,6001010016,1608,100016756,"CPLG,VCTLC,8 IN,STYLE 77 WTH GR T FS",EA,301.85
